1st_ff f_2024-12-02_raw
 
ForceDisplay	Rep	Set	timer	X	Y	Z	A	M
Low Viscosity	1	1	00:01:666	02.0000	22.5152	66.0000	084.924	022.604
Low Viscosity	1	1	00:01:672	02.0000	22.5152	66.0000	084.924	022.604
Low Viscosity	1	1	00:01:679	02.0000	22.5152	66.0000	084.924	022.604
Low Viscosity	1	1	00:01:686	02.0000	22.7152	66.0000	084.968	022.803
Low Viscosity	1	1	00:01:692	02.0000	22.7152	66.0000	084.968	022.803
Low Viscosity	1	1	00:01:699	02.0000	22.7152	66.0000	084.968	022.803
Low Viscosity	1	1	00:01:706	02.0000	22.9152	66.0000	085.012	023.002
Low Viscosity	1	1	00:01:713	02.0000	22.9152	66.0000	085.012	023.002
Low Viscosity	1	1	00:01:719	02.0000	22.9152	66.0000	085.012	023.002
Low Viscosity	1	1	00:01:726	02.0000	23.1152	66.0000	085.055	023.202
Low Viscosity	1	1	00:01:733	02.0000	23.1152	66.0000	085.055	023.202
Low Viscosity	1	1	00:01:739	02.0000	23.1152	66.0000	085.055	023.202
Low Viscosity	1	1	00:01:746	02.0000	23.3152	66.0000	085.097	023.401
Low Viscosity	1	1	00:01:753	02.0000	23.3152	66.0000	085.097	023.401
Low Viscosity	1	1	00:01:759	02.0000	23.3152	66.0000	085.097	023.401
Low Viscosity	1	1	00:01:766	02.0000	23.5152	66.0000	085.139	023.600
Low Viscosity	1	1	00:01:773	02.0000	23.5152	66.0000	085.139	023.600
Low Viscosity	1	1	00:01:779	02.0000	23.5152	66.0000	085.139	023.600
Low Viscosity	1	1	00:01:786	02.0000	23.7152	66.0000	085.179	023.799
Low Viscosity	1	1	00:01:793	02.0000	23.7152	66.0000	085.179	023.799
Low Viscosity	1	1	00:01:799	02.0000	23.7152	66.0000	085.179	023.799
Low Viscosity	1	1	00:01:806	02.0000	23.9152	66.0000	085.220	023.999
Low Viscosity	1	1	00:01:813	02.0000	23.9152	66.0000	085.220	023.999
Low Viscosity	1	1	00:01:820	02.0000	23.9152	66.0000	085.220	023.999
Low Viscosity	1	1	00:01:827	02.0000	24.1152	66.0000	085.259	024.198
Low Viscosity	1	1	00:01:833	02.0000	24.1152	66.0000	085.259	024.198
Low Viscosity	1	1	00:01:839	02.0000	24.1152	66.0000	085.259	024.198
Low Viscosity	1	1	00:01:847	02.0000	24.3152	66.0000	085.298	024.397
Low Viscosity	1	1	00:01:854	02.0000	24.3152	66.0000	085.298	024.397
Low Viscosity	1	1	00:01:860	02.0000	24.3152	66.0000	085.298	024.397
Low Viscosity	1	1	00:01:867	02.0000	24.5152	66.0000	085.336	024.597
Low Viscosity	1	1	00:01:876	02.0000	24.5152	66.0000	085.336	024.597
Low Viscosity	1	1	00:01:884	02.0000	24.5152	66.0000	085.336	024.597
Low Viscosity	1	1	00:01:892	02.0000	24.7152	66.0000	085.374	024.796
Low Viscosity	1	1	00:01:900	02.0000	24.7152	66.0000	085.374	024.796
Low Viscosity	1	1	00:01:909	02.0000	24.9152	66.0000	085.411	024.995
Low Viscosity	1	1	00:01:919	02.0000	24.9152	66.0000	085.411	024.995
Low Viscosity	1	1	00:01:929	02.0000	25.1152	66.0000	085.447	025.195
Low Viscosity	1	1	00:01:937	02.0000	25.1152	66.0000	085.447	025.195
Low Viscosity	1	1	00:01:945	02.0000	25.3152	66.0000	085.483	025.394
Low Viscosity	1	1	00:01:954	02.0000	25.3152	66.0000	085.483	025.394
Low Viscosity	1	1	00:01:962	02.0000	25.3152	66.0000	085.483	025.394
Low Viscosity	1	1	00:01:971	02.0000	25.5152	66.0000	085.518	025.593
Low Viscosity	1	1	00:01:978	02.0000	25.5152	66.0000	085.518	025.593
Low Viscosity	1	1	00:01:987	02.0000	25.7152	66.0000	085.553	025.793
Low Viscosity	1	1	00:01:994	02.0000	25.7152	66.0000	085.553	025.793
Low Viscosity	1	1	00:02:002	02.0000	25.7152	66.0000	085.553	025.793
Low Viscosity	1	1	00:02:010	02.0000	25.9152	66.0000	085.587	025.992
Low Viscosity	1	1	00:02:017	02.0000	25.9152	66.0000	085.587	025.992
Low Viscosity	1	1	00:02:024	02.0000	26.1152	66.0000	085.621	026.192
Low Viscosity	1	1	00:02:030	02.0000	26.1152	66.0000	085.621	026.192
Low Viscosity	1	1	00:02:037	02.0000	26.1152	66.0000	085.621	026.192
Low Viscosity	1	1	00:02:044	02.0000	26.3152	66.0000	085.654	026.391
Low Viscosity	1	1	00:02:050	02.0000	26.3152	66.0000	085.654	026.391
Low Viscosity	1	1	00:02:056	02.0000	26.3152	66.0000	085.654	026.391
Low Viscosity	1	1	00:02:063	02.0000	26.3152	66.0000	085.654	026.391
Low Viscosity	1	1	00:02:070	02.0000	26.5152	66.0000	085.686	026.590
Low Viscosity	1	1	00:02:080	02.0000	26.5152	66.0000	085.686	026.590
Low Viscosity	1	1	00:02:087	02.0000	26.7152	66.0000	085.719	026.790
Low Viscosity	1	1	00:02:093	02.0000	26.7152	66.0000	085.719	026.790
Low Viscosity	1	1	00:02:100	02.0000	26.7152	66.0000	085.719	026.790
Low Viscosity	1	1	00:02:109	02.0000	26.9152	66.0000	085.750	026.989
Low Viscosity	1	1	00:02:118	02.0000	26.9152	66.0000	085.750	026.989
Low Viscosity	1	1	00:02:138	02.0000	27.1151	66.0000	085.782	027.189
Low Viscosity	1	1	00:02:146	02.0000	27.3151	66.0000	085.812	027.388
Low Viscosity	1	1	00:02:153	02.0000	27.3151	66.0000	085.812	027.388
Low Viscosity	1	1	00:02:159	02.0000	27.3151	66.0000	085.812	027.388
Low Viscosity	1	1	00:02:167	02.0000	27.5151	66.0000	085.843	027.588
Low Viscosity	1	1	00:02:174	02.0000	27.5151	66.0000	085.843	027.588
Low Viscosity	1	1	00:02:181	02.0000	27.5151	66.0000	085.843	027.588
Low Viscosity	1	1	00:02:189	02.0000	27.7151	66.0000	085.873	027.787
Low Viscosity	1	1	00:02:195	02.0000	27.7151	66.0000	085.873	027.787
Low Viscosity	1	1	00:02:202	02.0000	27.7151	66.0000	085.873	027.787
Low Viscosity	1	1	00:02:209	02.0000	27.9151	66.0000	085.902	027.987
Low Viscosity	1	1	00:02:216	02.0000	27.9151	66.0000	085.902	027.987
Low Viscosity	1	1	00:02:226	02.0000	27.9151	66.0000	085.902	027.987
Low Viscosity	1	1	00:02:236	02.0000	28.1151	66.0000	085.931	028.186
Low Viscosity	1	1	00:02:244	02.0000	28.1151	66.0000	085.931	028.186
Low Viscosity	1	1	00:02:252	02.0000	28.3151	66.0000	085.960	028.386
Low Viscosity	1	1	00:02:258	02.0000	28.3151	66.0000	085.960	028.386
Low Viscosity	1	1	00:02:265	02.0000	28.5151	66.0000	085.988	028.585
Low Viscosity	1	1	00:02:271	02.0000	28.5151	66.0000	085.988	028.585
Low Viscosity	1	1	00:02:277	02.0000	28.5151	66.0000	085.988	028.585
Low Viscosity	1	1	00:02:284	02.0000	28.7151	66.0000	086.016	028.785
Low Viscosity	1	1	00:02:290	02.0000	28.7151	66.0000	086.016	028.785
Low Viscosity	1	1	00:02:298	02.0000	28.7151	66.0000	086.016	028.785
Low Viscosity	1	1	00:02:305	02.0000	28.9151	66.0000	086.043	028.984
Low Viscosity	1	1	00:02:314	02.0000	28.9151	66.0000	086.043	028.984
Low Viscosity	1	1	00:02:323	02.0000	28.9151	66.0000	086.043	028.984
Low Viscosity	1	1	00:02:332	02.0000	29.1151	66.0000	086.070	029.184
Low Viscosity	1	1	00:02:341	02.0000	29.1151	66.0000	086.070	029.184
Low Viscosity	1	1	00:02:349	02.0000	29.3151	66.0000	086.097	029.383
Low Viscosity	1	1	00:02:357	02.0000	29.3151	66.0000	086.097	029.383
Low Viscosity	1	1	00:02:366	02.0000	29.5151	66.0000	086.123	029.583
Low Viscosity	1	1	00:02:374	02.0000	29.5151	66.0000	086.123	029.583
Low Viscosity	1	1	00:02:382	02.0000	29.5151	66.0000	086.123	029.583
Low Viscosity	1	1	00:02:389	02.0000	29.7151	66.0000	086.149	029.782
Low Viscosity	1	1	00:02:398	02.0000	29.7151	66.0000	086.149	029.782
Low Viscosity	1	1	00:02:408	02.0000	29.9151	66.0000	086.175	029.982
Low Viscosity	1	1	00:02:416	02.0000	29.9151	66.0000	086.175	029.982
Low Viscosity	1	1	00:02:435	02.0000	29.9151	66.0000	086.175	029.982
Low Viscosity	1	1	00:02:453	02.0000	30.1151	66.0000	086.200	030.181
Low Viscosity	1	1	00:02:460	02.0000	30.3151	66.0000	086.225	030.381
Low Viscosity	1	1	00:02:466	02.0000	30.5151	66.0000	086.250	030.581
Low Viscosity	1	1	00:02:473	02.0000	30.5151	66.0000	086.250	030.581
Low Viscosity	1	1	00:02:479	02.0000	30.5151	66.0000	086.250	030.581
Low Viscosity	1	1	00:02:486	02.0000	30.7151	66.0000	086.274	030.780
Low Viscosity	1	1	00:02:493	02.0000	30.7151	66.0000	086.274	030.780
Low Viscosity	1	1	00:02:499	02.0000	30.7151	66.0000	086.274	030.780
Low Viscosity	1	1	00:02:506	02.0000	30.9151	66.0000	086.299	030.980
Low Viscosity	1	1	00:02:512	02.0000	30.9151	66.0000	086.299	030.980
Low Viscosity	1	1	00:02:519	02.0000	30.9151	66.0000	086.299	030.980
Low Viscosity	1	1	00:02:526	02.0000	31.1151	66.0000	086.322	031.179
Low Viscosity	1	1	00:02:533	02.0000	31.1151	66.0000	086.322	031.179
Low Viscosity	1	1	00:02:539	02.0000	31.1151	66.0000	086.322	031.179
Low Viscosity	1	1	00:02:548	02.0000	31.3151	66.0000	086.346	031.379
Low Viscosity	1	1	00:02:557	02.0000	31.3151	66.0000	086.346	031.379
Low Viscosity	1	1	00:02:567	02.0000	31.5151	66.0000	086.369	031.579
Low Viscosity	1	1	00:02:573	02.0000	31.5151	66.0000	086.369	031.579
Low Viscosity	1	1	00:02:579	02.0000	31.5151	66.0000	086.369	031.579
Low Viscosity	1	1	00:02:587	02.0000	31.5702	66.0000	086.375	031.634
Low Viscosity	1	1	00:02:593	02.0000	31.5702	66.0000	086.375	031.634
Low Viscosity	1	1	00:02:600	02.0000	31.5702	66.0000	086.375	031.634
Low Viscosity	1	1	00:02:609	02.0000	31.5813	66.0000	086.376	031.645
Low Viscosity	1	1	00:02:617	02.0000	31.5813	66.0000	086.376	031.645
Low Viscosity	1	1	00:02:626	02.0000	31.5835	66.0000	086.377	031.647
Low Viscosity	1	1	00:02:632	02.0000	31.5835	66.0000	086.377	031.647
