1st_f g_2024-12-02_raw
 
ForceDisplay	Rep	Set	timer	X	Y	Z	A	M
Low Viscosity	1	1	00:02:055	03.8132	02.3720	66.0000	031.884	004.491
Low Viscosity	1	1	00:02:064	04.0167	03.4924	66.0000	041.006	005.323
Low Viscosity	1	1	00:02:087	04.0167	03.4924	66.0000	041.006	005.323
Low Viscosity	1	1	00:02:096	04.3843	05.9439	66.0000	053.587	007.386
Low Viscosity	1	1	00:02:104	04.4556	06.4328	66.0000	055.292	007.825
Low Viscosity	1	1	00:02:111	04.4556	06.4328	66.0000	055.292	007.825
Low Viscosity	1	1	00:02:118	04.4556	06.4328	66.0000	055.292	007.825
Low Viscosity	1	1	00:02:126	04.6221	07.2535	66.0000	057.494	008.601
Low Viscosity	1	1	00:02:133	04.6221	07.2535	66.0000	057.494	008.601
Low Viscosity	1	1	00:02:141	04.6489	07.3860	66.0000	057.813	008.727
Low Viscosity	1	1	00:02:149	04.6489	07.3860	66.0000	057.813	008.727
Low Viscosity	1	1	00:02:157	04.6489	07.3860	66.0000	057.813	008.727
Low Viscosity	1	1	00:02:165	04.6312	07.0056	66.0000	056.532	008.398
Low Viscosity	1	1	00:02:172	04.6312	07.0056	66.0000	056.532	008.398
Low Viscosity	1	1	00:02:180	04.5847	06.3353	66.0000	054.107	007.820
Low Viscosity	1	1	00:02:188	04.5847	06.3353	66.0000	054.107	007.820
Low Viscosity	1	1	00:02:195	04.5847	06.3353	66.0000	054.107	007.820
Low Viscosity	1	1	00:02:204	04.4418	04.7226	66.0000	046.755	006.483
Low Viscosity	1	1	00:02:212	04.4418	04.7226	66.0000	046.755	006.483
Low Viscosity	1	1	00:02:220	04.3201	02.8400	66.0000	033.320	005.170
Low Viscosity	1	1	00:02:244	04.3201	02.8400	66.0000	033.320	005.170
Low Viscosity	1	1	00:02:253	04.1076	00.2152	66.0000	002.999	004.113
Low Viscosity	1	1	00:02:263	04.0178	-00.3548	66.0000	-005.047	004.033
Low Viscosity	1	1	00:02:272	04.0178	-00.3548	66.0000	-005.047	004.033
Low Viscosity	1	1	00:02:281	03.8210	-00.7234	66.0000	-010.720	003.889
Low Viscosity	1	1	00:02:289	03.8210	-00.7234	66.0000	-010.720	003.889
Low Viscosity	1	1	00:02:299	03.8210	-00.7234	66.0000	-010.720	003.889
Low Viscosity	1	1	00:02:311	03.4910	00.1281	66.0000	002.101	003.493
Low Viscosity	1	1	00:02:320	03.4910	00.1281	66.0000	002.101	003.493
Low Viscosity	1	1	00:02:332	03.2942	01.4288	66.0000	023.447	003.591
Low Viscosity	1	1	00:02:341	03.2513	02.2222	66.0000	034.352	003.938
